,Job_Number,Job_Type,ResidFlag,NonresFlag,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,UnitsCO,Boro,BIN,BBL,AddressNum,AddressSt,Occ_Init,Occ_Prop,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,Landmark,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock10,BCTCB2010,BCT2010,NTA2010,NTAName10,PUMA2010,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,SchMiddle,FireCmpany,FireBattln,FireDivsn,PolicePcnt,PL_FIRM07,PL_PFIRM15,Latitude,Longitude,GeomSource,DCPEdited,Version
32598,321966636,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,3,3023680,3010410060,179,15 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSE ALTERATION TYPE 1 HORIZONTAL AND VERTICAL EXTENSION INCLUDING TO ADD 3RD FLOOR TO EXISTING 2 STORY 2 FAMILY BUILDING. MECHANICAL PLANS FILED SEPERA TELY SPRINKLER APPLICATION DOB NOW BUILD JOB #B00280295-I1.,2019-06-26,6/13/2020 0:00:00,2020-06-13,,R6B, , , , , ,3.0,4.0,Horizontal and Vertical,Private For-Profit: Individual,360470141003001,30141003001,3014100,BK37,Park Slope-Gowanus,4005,306,39,15_2,15,111,278,E239,48,11,78, , ,40.6662468024,-73.9903263075,BIN DOB buildingfootprints, ,20Q4
32603,321966841,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,3.0,2.0,-1.0, , , , ,0.0,3,3054902,3019090029,576,MYRTLE AVENUE,Residential: Not Specified (RES),Commercial: Retail (M),APPLICATION FILED TO PROPOSE INTERIOR RENOVATION AND HORIZONTAL REAR ENLARGEMENT TO THE EXISTING FIRST FLOOR TO CONVERT FROM RESIDENTIAL APARTMENT TO COMMERCIAL 'EATING AND DRINKING ESTABLISHMENT'.,2019-06-14,11/18/2020 0:00:00,2020-11-18,,R7A, , , , , ,3.0,3.0, ,Private For-Profit: Corporation,360470193001001,30193001001,3019300,BK69,Clinton Hill,4004,302,35,14_1,14,28,289,L119,31,11,88, , ,40.693799736,-73.961499155,BIN DOB buildingfootprints, ,20Q4
32604,321967047,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,3.0,-1.0, , , , ,0.0,3,3325664,3032810046,447,HARMAN STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),"CONVERT EXISTING (1)DWELLING UNIT AT 1ST FLOOR INTO ACCESSORY MULTI-PURPOSE SPACE FOR TENANTS ONLY, WITH MINOR GENERAL CONSTRUCTION, PLUMBING AS PER PLAN. OBTAIN NEW C OF O.",2019-06-24,2/21/2020 0:00:00,2020-02-21,,R6, , , , , ,4.0,4.0, ,Private For-Profit: Individual,360470443002000,30443002000,3044300,BK77,Bushwick North,4002,304,37,32_2,32,82,405,L124,28,11,83, , ,40.703196185,-73.9159338478,BIN DOB buildingfootprints, ,20Q4
32611,321968028,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,8.0,7.0, , , , ,0.0,3,3189034,3070200020,2828,WEST   17 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),PROPOSED ENLARGEMENT AND CONVERSION FROM ONE DWELLING UNIT TO EIGHT DWELLING UNITS.,2019-06-18,8/12/2020 0:00:00,2020-08-19,,R6, , , ,MS4, ,2.0,4.0,Horizontal and Vertical,Private For-Profit: Corporation,360470326001001,30326001001,3032600,BK21,Seagate-Coney Island,4018,313,47,21_1,21,121,180,L166,43,8,60, ,1,40.578104142,-73.985325904,BIN DOB buildingfootprints, ,20Q4
32626,321969991,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,17.0,17.0, , , , ,0.0,3,3428816,3049970017,1463,NEW YORK AVENUE,Empty Site,Residential: 3 or More Units (R-2),"PROPOSED NEW 6-STORY WITH CELLAR MASONRY BUILDING, MIXED USE.",2019-07-25,5/19/2020 0:00:00,2020-05-20,,R6, , , , , ,0.0,6.0, ,Private For-Profit: Corporation,360470782002000,30782002000,3078200,BK91,East Flatbush-Farragut,4010,317,45,22_1,22,21,206,L157,41,15,67, , ,40.637232,-73.944884,Lat/Lon geosupport, ,20Q4
32627,321970006,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,17.0,17.0, , , , ,0.0,3,3428814,3052150070,485,EAST   28 STREET,Empty Site,Residential: 3 or More Units (R-2),"PROPOSED NEW 6-STORY WITH CELLAR MASONRY BUILDING, MIXED USE.",2019-07-25,4/15/2020 0:00:00,2020-04-16,,R6, , , , , ,0.0,6.0, ,Private For-Profit: Corporation,360470828002003,30828002003,3082800,BK95,Erasmus,4010,317,45,22_1,22,21,208,E255,41,15,67, , ,40.638805,-73.949916,Lat/Lon geosupport, ,20Q4
32629,321970328,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,14.0,14.0, , , , ,0.0,3,3178563,3066810119,492,KINGS HIGHWAY,Empty Site,Residential: 3 or More Units (R-2),CONSTRUCTION OF NEW FIVE(5) STORY MIXED USE BUILDING.,2019-06-24,2/19/2020 0:00:00,2020-02-19,,R6A, , ,OP, , ,0.0,5.0, ,Private For-Profit: Partnership,360470414011001,30414011001,3041401,BK25,Homecrest,4016,315,47,21_2,21,137,192,E254,33,15,61, , ,40.6040815654,-73.9714510742,BIN DOB buildingfootprints, ,20Q4
32635,321970676,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,3,3170875,3065200008,720,AVENUE I,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),FILING FOR VERTICAL ADDITION AT ATTIC FLOOR. HORIZONTAL ADDITION AT FIRST &amp; SECOND FLOOR WITH INTERIOR RENOVATION TO EXISTING 1 FAMILY DWELLING.,2019-06-25,3/12/2020 0:00:00,2020-03-27,,R2X, , ,OP, , ,2.0,3.0,Horizontal and Vertical,Private For-Profit: Individual,360470458002001,30458002001,3045800,BK43,Midwood,4015,312,44,21_3,21,143,198,L156,33,15,66, , ,40.6265634744,-73.9688126284,BIN DOB buildingfootprints, ,20Q4
32636,321970907,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,6.0,4.0, , , , ,0.0,3,3079353,3034240070,217,SCHAEFER STREET,Residential: 1-2 Family Houses (J-3),Residential: 3 or More Units (R-2),"APPLICATION HEREWITH TO CONVERT EXISTING 3 STORY 2 FAMILY DWELLING TO 4 STORY, 6 FAMILY DWELLING (VERTICAL &amp; HORIZONTAL ENLARGEMENT). BUILDING TO COMPLY WITH 2014 NEW BUILDING REQUIREMENTS",2019-06-25,10/2/2020 0:00:00,2020-10-02,,R6, , , , , ,3.0,4.0,Horizontal and Vertical,Private For-Profit: Corporation,360470409003001,30409003001,3040900,BK77,Bushwick North,4002,304,37,32_1,32,90,407,Q252,37,15,83, , ,40.6906446488,-73.9071664894,BIN DOB buildingfootprints, ,20Q4
32646,321971586,Demolition,Residential, ,5. Completed Construction,2020,2020,1.0,0.0,-1.0, , , , ,0.0,3,3115264,3050360053,285,RUTLAND ROAD,Residential: 1-2 Family Houses (J-3), ,DEMOLITION OF A THREE STORY HOUSE,2019-07-26,8/11/2020 0:00:00,2020-09-15,8/11/2020 0:00:00,R6, , , , , ,3.0,0.0, ,Private For-Profit: Individual,360470800003001,30800003001,3080000,BK60,Prospect Lefferts Gardens-Wingate,4011,309,40,17_2,17,165,265,E249,38,15,71, , ,40.6595327403,-73.9512844436,BIN DOB buildingfootprints, ,20Q4
32647,321971684,Alteration,Residential, ,3. Permitted for Construction, ,2020,3.0,2.0,-1.0, , , , ,0.0,3,3001339,3001950048,173,BERGEN STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERT EXISTING 3 FAMILY BUILDING IN TO 2 FAMILY . INTERIOR RENOVATIONS WITH FINISHES AS PER PLANS. HORIZONTAL ADDITION AT REAR. PLUMBING AND ELECTRICAL INCLUDED.,2019-06-27,2/18/2020 0:00:00,2020-12-24,,R6, , , , ,Yes,3.0,3.0, ,Private For-Profit: Individual,360470041002002,30041002002,3004100,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,302,33,15_3,15,114,281,E226,31,11,84, , ,40.6854653668,-73.9868170948,BIN DOB buildingfootprints, ,20Q4
32648,321971700,Demolition,Residential, ,5. Completed Construction,2020,2020,2.0,0.0,-2.0, , , , ,0.0,3,3116312,3050710022,38,STRATFORD ROAD,Residential: 1-2 Family Houses (J-3), ,DEMOLITION OF A THREE STORY HOUSE,2019-08-28,9/9/2020 0:00:00,2020-09-18,9/9/2020 0:00:00,R6B, , , , , ,3.0,0.0, ,Private For-Profit: Individual,360470506004001,30506004001,3050600,BK42,Flatbush,4015,314,40,17_3,17,147,215,L147,41,15,70, , ,40.6478867786,-73.9697736972,BIN DOB buildingfootprints, ,20Q4
32651,321971853,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,1.0,-1.0, , , , ,0.0,3,3058899,3021000048,20,SOUTH OXFORD STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERSATION OF AN EXISTING 2 FAMILY RESIDENTIAL BUILDING TO A 1 FAMILY RESIDENTIAL BUILDING. ARCHITECTURAL WORK TYPE. NEW CERTIFICATE OF OCCUPANT TO BE OBTAINED.,2019-06-26,2/5/2020 0:00:00,2020-08-19,,R6B, , , , ,Yes,4.0,4.0, ,Private For-Profit: Individual,360470181003000,30181003000,3018100,BK68,Fort Greene,4004,302,35,13_2,13,245,291,E210,31,11,88, , ,40.68901759,-73.9742147066,BIN DOB buildingfootprints, ,20Q4
32656,321972479,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,3,3132658,3055290016,2126,61 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"EXISTING 2 STORY BRICK &amp; CELLAR, 2 FAMILY DWELLING.  VERTICAL ENLARGEMENT IN CONJUNCTION WITH JOB# 321796883.",2019-08-16,8/28/2020 0:00:00,2020-08-28,,R5, , , , , ,2.0,3.0, ,Private For-Profit: Individual,360470246002002,30246002002,3024600,BK88,Borough Park,4014,311,47,21_3,21,141,196,E330,42,8,62, , ,40.6168832382,-73.9807253027,BIN DOB buildingfootprints, ,20Q4
32661,321973245,Alteration,Residential, ,3. Permitted for Construction, ,2020,3.0,3.0,0.0, , , , ,0.0,3,3005415,3003710035,100,3 PLACE,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"RENOVATION OF AN EXISTING THREE FAMILY TOWNHOUSE TO AMEND THE CERTIFICATE OF OCCUPANCY. WORK ON THE CEL, BAS, 001-003 AND ROOF. ARCHITECTURAL AND STRUCTURAL.",2019-06-27,9/1/2020 0:00:00,2020-09-22,,R6B, , , ,BPRK, ,4.0,4.0, ,Private For-Profit: Individual,360470065005000,30065005000,3006500,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,306,39,15_3,15,112,280,L131,32,11,76, , ,40.6785150253,-73.9980129202,BIN DOB buildingfootprints, ,20Q4
32662,321973316,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,19.0,19.0, , , , ,0.0,3,3426528,3087660072,2735,EAST   13 STREET,Empty Site,Residential: 3 or More Units (R-2),"NEW BUILDING APPLICATION -  SIX (6)  STORY, NINETEEN (19) FAMILY MIXED USE RESIDENTIAL AND COMMUNITY FACILITY DEVELOPMENT. BUILDING TO COMPLY WITH APPENDIX 'G' FLOOD ZONE REGULATIONS (WET FLOOD PROOFING: DFE 12)",2019-06-27,7/15/2020 0:00:00,2020-09-11,,R6, , , , , ,0.0,6.0, ,Private For-Profit: Corporation,360470608003006,30608003006,3060800,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,315,48,21_1,21,126,184,L169,43,8,61, ,1,40.58463,-73.955447,Lat/Lon geosupport, ,20Q4
32664,321973450,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,3,3034316,3013000011,385,KINGSTON AVENUE,Commercial: Not Specified (COM),Commercial: Retail (M),"INTERIRO RENOVATION OF EXISTING ONE FAMILY ON THE SECOND FLOORE, CONVERTION OF FIRST FLOOR STORE INTO A DELICATESSEN WITH ACCESSORY STORAGE AND REFRIGERATION IN CELLAR INSTALL NEW PARTITIONS, PLUMBING FIXTURES, SPRINKLER HEADS,COOKING EQUIPMENT AND MECHA",2019-06-28,10/19/2020 0:00:00,2020-12-08,,R5, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360470333002001,30333002001,3033300,BK63,Crown Heights South,4011,309,35,17_2,17,164,271,E234,38,15,71, , ,40.6656988063,-73.9422887751,BIN DOB buildingfootprints, ,20Q4
32669,321973833,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,1.0,-1.0, , , , ,0.0,3,3058992,3021020001,269,CUMBERLAND STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),INTERIOR NON BEARING PARTITION ALTERATIONS IN EXISTING RESIDENTIAL DWELLING. MINOR PLUMBING AND MECHANICAL ALL AS PER PLAN. OBTAIN NEW CERTIFICATE OF OCCUPANCY FOR A 1 FAMILY DWELLING. NO CHANGE TO USE OR EGRESS UNDER THIS APPLICATION.,2019-06-28,1/10/2020 0:00:00,2020-01-21,,R6B, , , , ,Yes,4.0,4.0, ,Private For-Profit: Individual,360470181001000,30181001000,3018100,BK68,Fort Greene,4004,302,35,13_2,13,245,291,E210,31,11,88, , ,40.6878327371,-73.9725491779,BIN DOB buildingfootprints, ,20Q4
32671,321973904,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,0.0,0.0,0,81,0,0,0.0,3,3329360,3071120009,2320,CONEY ISLAND AVENUE,Empty Site,"Residential: Hotels, Dormitories (R-1)",PROPOSED 4-STORY HOTEL,2019-06-28,2/27/2020 0:00:00,2020-02-27,,C8-2, , ,OP, , ,0.0,4.0, ,Private For-Profit: Partnership,360470394001000,30394001000,3039400,BK25,Homecrest,4016,315,47,21_2,21,138,189,E254,33,15,61, , ,40.6003,-73.961699,Lat/Lon geosupport,hotel_init/nhotel_prop/notherb_init/notherb_prop/nclassa_prop,20Q4
32672,321973931,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,3,3052524,3018360043,478,JEFFERSON AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSED ALTERATION IN CONJUNCTION WITH APPLICATION # 321813551 TO AMEND EXISTING CERTIFICATE OF OCCUPANCY.,2019-06-28,11/4/2020 0:00:00,2020-11-04,,R6B, , , , , ,3.0,3.0, ,Private For-Profit: Individual,360470275002002,30275002002,3027500,BK35,Stuyvesant Heights,4003,303,36,13_3,13,239,286,E235,57,11,79, , ,40.6843818102,-73.9388341152,BIN DOB buildingfootprints, ,20Q4
32674,321974048,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,1.0,-1.0, , , , ,0.0,3,3171436,3065340021,1134,EAST    9 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"FILING TO CONVERT EXISTING TWO FAMILY BUILDING INTO A SINGLE FAMILY DWELLING UNIT. FILING FOR INTERIOR RENOVATION WITH HORIZONTAL EXTENSION TO CELLAR, FIRST, AND SECOND FLOORS AND VERTICAL EXTENSION TO PROPOSED ATTIC",2019-06-28,6/23/2020 0:00:00,2020-11-10,,R5, , ,OP, , ,2.0,3.0,Horizontal and Vertical,Private For-Profit: Individual,360470452001000,30452001000,3045200,BK46,Ocean Parkway South,4014,312,44,21_3,21,143,198,L156,33,15,66, , ,40.6212405664,-73.9667266392,BIN DOB buildingfootprints, ,20Q4
32681,321974645,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,3,3827554,3030230045,55,STAGG STREET,Empty Site,Residential: 1-2 Family Houses (R-3),"PROPOSED NEW FOUR STORY, TWO FAMILY DWELLING",2019-06-28,7/14/2020 0:00:00,2020-12-11,,R6B, , , , , ,0.0,4.0, ,Private For-Profit: Individual,360470511003000,30511003000,3051100,BK90,East Williamsburg,4001,301,34,14_2,14,40,404,E216,35,11,90, , ,40.709235,-73.948211,Lat/Lon geosupport, ,20Q4
32682,321974716,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,1.0,8.0,7.0,0,0,0,0,0.0,3,3013592,3007990139,5110,5 AVENUE,Commercial: Not Specified (COM),Residential: 3 or More Units (R-2),"INTERIOR RENOVATION AND ENLRGEMENT OF EXISTING 3-STORY BUILDING. CONVERT SECON D AND THIRD FLOOR INTO A MIXED USE BUILDING INTO SEVEN CLASS A APARTMENTS, AND OBTAIN A NEW CERTIFICATE OF OCCUPANCY, ALL AS PER PLAN.",2019-06-28,3/11/2020 0:00:00,2020-07-15,,C4-3A, , , , , ,3.0,3.0, ,Private For-Profit: Partnership,360470078003001,30078003001,3007800,BK32,Sunset Park West,4012,307,38,15_1,15,93,275,E201,40,8,72, , ,40.6444545403,-74.0114077491,BIN DOB buildingfootprints,hotel_init/nhotel_prop/notherb_init/notherb_prop,20Q4
32690,321975966,Demolition,Residential, ,5. Completed Construction,2020,2020,2.0,0.0,-2.0, , , , ,0.0,3,3321464,3025320031,146,HURON STREET,Residential: 1-2 Family Houses (R-3), ,DEMOLITION OF 2 FAMILY RESIDENCE,2019-07-03,8/16/2020 0:00:00,2020-11-10,8/16/2020 0:00:00,R6B, , , , , ,3.0,0.0, ,Private For-Profit: Corporation,360470563004001,30563004001,3056300,BK76,Greenpoint,4001,301,33,14_3,14,44,403,L106,28,11,94, , ,40.7328084892,-73.9556768055,BIN DOB buildingfootprints, ,20Q4
32691,321975984,Demolition,Residential, ,5. Completed Construction,2020,2020,2.0,0.0,-2.0, , , , ,0.0,3,3321461,3025320031,142,HURON STREET,Residential: 1-2 Family Houses (R-3), ,DEMOLITION OF 2 FAMILY RESIDENCE,2019-07-03,8/12/2020 0:00:00,2020-11-10,8/12/2020 0:00:00,R6B, , , , , ,3.0,0.0, ,Private For-Profit: Corporation,360470563004001,30563004001,3056300,BK76,Greenpoint,4001,301,33,14_3,14,44,403,L106,28,11,94, , ,40.7328003384,-73.9557580751,BIN DOB buildingfootprints, ,20Q4
32700,321977170,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,3.0,3.0, , , , ,0.0,3,3840941,3049760026,604,EAST   43 STREET,Empty Site,Residential: 3 or More Units (R-2),"FILED HEREWITH PLANS AND APPLICATIONS FOR A NEW TWO (2) STORY + BASEMENT AND CELLAR, THREE (3) FAMILY, SEMI-ATTACHED BUILDING WITH ONE ENCLOSED CAR GARAGE IN BASEMENT. RELATED JOBS: B00211879, B00249125, B00261782, B00233925, B00249132",2019-07-11,11/9/2020 0:00:00,2020-11-19,,R4, , , , , ,0.0,2.0, ,Private For-Profit: Individual,360470838002003,30838002003,3083800,BK91,East Flatbush-Farragut,4010,317,45,22_1,22,790,234,E255,41,15,67, , ,40.6405,-73.93627,Lat/Lon geosupport, ,20Q4
32701,321977189,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,3.0,3.0, , , , ,0.0,3,3840942,3049760028,608,EAST   43 STREET,Empty Site,Residential: 3 or More Units (R-2),"FILED HEREWITH PLANS AND APPLICATIONS FOR A NEW TWO (2) STORY + BASEMENT AND CELLAR, THREE (3) FAMILY, SEMI-ATTACHED BUILDING WITH ONE ENCLOSED CAR GARAGE IN BASEMENT. RELATED JOB NUMBERS: B00211890, B00233953, B00252604, B00252617",2019-07-11,11/6/2020 0:00:00,2020-11-06,,R4, , , , , ,0.0,3.0, ,Private For-Profit: Individual,360470838002003,30838002003,3083800,BK91,East Flatbush-Farragut,4010,317,45,22_1,22,790,234,E255,41,15,67, , ,40.640417,-73.936259,Lat/Lon geosupport, ,20Q4
32702,321977321,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,3,3204794,3074540036,2672,EAST   11 STREET,Empty Site,Residential: 1-2 Family Houses (R-3),NEW TWO STORY TWO FAMILY BUILDING,2019-07-11,3/17/2020 0:00:00,2020-03-17,,R4, , , , , ,0.0,2.0, ,Private For-Profit: Individual,360470606002002,30606002002,3060600,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,315,48,21_2,21,134,184,L169,43,8,61, ,1,40.5856325011,-73.9594045867,BIN DOB buildingfootprints, ,20Q4
32703,321977802,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,3,3107633,3048250060,131,EAST   45 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"INTERIOR RENOVATION, CONVERT FROM 1 FAMILY TO 2 FAMILY DWELLING",2019-07-16,7/8/2020 0:00:00,2020-07-08,,R6, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360470876002001,30876002001,3087600,BK60,Prospect Lefferts Gardens-Wingate,4011,309,41,18_1,18,174,238,L113,38,15,71, , ,40.6589216176,-73.9357672712,BIN DOB buildingfootprints, ,20Q4
32707,321978071,Demolition,Residential, ,3. Permitted for Construction, ,2020,2.0,0.0,-2.0, , , , ,0.0,3,3139606,3056800080,915,56 STREET,Residential: Not Specified (RES), ,THIS JOB IS FILED FOR DEMOLITION OF TWO STORY HOUSE.,2019-07-16,7/20/2020 0:00:00,2020-09-10,,R6, , , , , ,2.0,0.0, ,Private For-Profit: Partnership,360470116002000,30116002000,3011600,BK88,Borough Park,4014,312,38,20_1,20,227,219,E247,40,8,66, , ,40.6362932128,-74.0043928106,BIN DOB buildingfootprints, ,20Q4
32713,321978838,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,1.0,-1.0, , , , ,0.0,3,3121931,3052580011,570,16 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"REDUCE EXISTING TWO FAMILY DWELLING TO A ONE FAMILY DWELLING. RENOVATION CONSISTING OF PARTITION WORK,GWB,TILEWORK,MILLWORK,KITCHEN CABINET REPLACEMENT FLOORING AND COSMETIC FINISHES THROUGHOUT. EXTERIOR WORK ;WINDOW REPLACEMENT, REAR YARD HORIZONTAL EXT",2019-08-07,12/2/2020 0:00:00,2020-12-02,,R5B, , , , , ,3.0,3.0, ,Private For-Profit: Partnership,360470171001002,30171001002,3017100,BK40,Windsor Terrace,4012,307,39,15_2,15,105,277,E240,48,11,72, , ,40.6578065975,-73.9753515336,BIN DOB buildingfootprints, ,20Q4
32718,321979043,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,3,3028849,3011590078,293,PARK PLACE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERSION AND HORIZONTAL ENLARGEMENT OF EXISTING 4-STORY SINGLE FAMILY RESIDENCE INTO 2-FAMILY DWELLING: INTERIOR AND EXTERIOR RENOVATION AS PER PLANS FILED HEREWITH,2019-07-23,7/21/2020 0:00:00,2020-09-09,,R6B, , , , ,Yes,4.0,4.0, ,Private For-Profit: Individual,360470205003002,30205003002,3020500,BK64,Prospect Heights,4006,308,35,13_1,13,769,284,E219,57,11,77, , ,40.6767215858,-73.967947618,BIN DOB buildingfootprints, ,20Q4
32724,321979720,Demolition,Residential, ,3. Permitted for Construction, ,2020,2.0,0.0,-2.0, , , , ,0.0,3,3113862,3049980015,785,EAST   34 STREET,Residential: 1-2 Family Houses (J-3), ,DEMOLITION OF A THREE STORY HOUSE,2019-08-07,10/7/2020 0:00:00,2020-10-07,,R6, , , , , ,3.0,0.0, ,Private For-Profit: Individual,360470782002001,30782002001,3078200,BK91,East Flatbush-Farragut,4010,317,45,22_1,22,21,206,L157,41,15,67, , ,40.6371971417,-73.943967617,BIN DOB buildingfootprints, ,20Q4
32729,321979819,Demolition,Residential, ,5. Completed Construction,2020,2020,1.0,0.0,-1.0, , , , ,0.0,3,3023857,3010460025,118,15 STREET,Residential: 3 or More Units (R-2), ,FULL DEMOLITION OF 2 STORY BUILDING.,2019-07-24,7/23/2020 0:00:00,2020-09-02,7/23/2020 0:00:00,R6B, , , , , ,2.0,0.0, ,Private For-Profit: Individual,360470117003002,30117003002,3011700,BK37,Park Slope-Gowanus,4005,307,39,15_3,15,111,278,E239,48,11,72, , ,40.6671,-73.993068,Lat/Lon geosupport, ,20Q4
32730,321979828,Demolition,Residential, ,5. Completed Construction,2020,2020,1.0,0.0,-1.0, , , , ,0.0,3,3023856,3010460025,116,15 STREET,Residential: 3 or More Units (R-2), ,FULL DEMOLITION OF 1 STORY BUILDING.,2019-07-24,7/23/2020 0:00:00,2020-08-21,7/23/2020 0:00:00,R6B, , , , , ,1.0,0.0, ,Private For-Profit: Individual,360470117003002,30117003002,3011700,BK37,Park Slope-Gowanus,4005,307,39,15_3,15,111,278,E239,48,11,72, , ,40.6671,-73.993068,Lat/Lon geosupport, ,20Q4
32731,321979837,Demolition,Residential, ,5. Completed Construction,2020,2020,1.0,0.0,-1.0, , , , ,0.0,3,3023855,3010460025,114,15 STREET,Residential: 3 or More Units (R-2), ,DEMOLITION OF 1 STORY BUILDING.,2019-07-24,7/23/2020 0:00:00,2020-08-19,7/23/2020 0:00:00,R6B, , , , , ,1.0,0.0, ,Private For-Profit: Individual,360470117003002,30117003002,3011700,BK37,Park Slope-Gowanus,4005,307,39,15_3,15,111,278,E239,48,11,72, , ,40.6671,-73.993068,Lat/Lon geosupport, ,20Q4
32732,321980031,Demolition,Residential, ,5. Completed Construction,2020,2020,2.0,0.0,-2.0, , , , ,0.0,3,3428650,3087350003,190,DOVER STREET,Residential: Not Specified (RES), ,PROPOSED FULL DEMOLITION OF EXISTING TWO FAMILY DWELLING.,2019-07-25,2/13/2020 0:00:00,2020-06-08,2/13/2020 0:00:00,R3-1, , , , , ,2.0,0.0, ,Private For-Profit: Corporation,360470620001003,30620001003,3062000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,315,48,22_3,22,1,185,L169,43,8,61,1,1,40.577516,-73.94948,Lat/Lon geosupport, ,20Q4
